<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,5,20201118,200500,119.26,119.27,119.15,119.18,402859,0
AAPL.US,5,20201118,201000,119.174,119.19,118.975,119.04,626464,0
AAPL.US,5,20201118,201500,119.04,119.09,118.9,118.948,608404,0
AAPL.US,5,20201118,202000,118.945,119.04,118.8,118.81,640888,0
AAPL.US,5,20201118,202500,118.811,119.05,118.81,119.029,524985,0
AAPL.US,5,20201118,203000,119.02,119.16,118.99,119.115,611082,0
AAPL.US,5,20201118,203500,119.12,119.12,118.995,119.09,454965,0
AAPL.US,5,20201118,204000,119.08,119.11,118.91,119.105,551419,0
AAPL.US,5,20201118,204500,119.103,119.17,119.07,119.15,345298,0
AAPL.US,5,20201118,205000,119.15,119.33,119.15,119.284,591367,0
AAPL.US,5,20201118,205500,119.289,119.335,119.23,119.335,335042,0
AAPL.US,5,20201118,210000,119.33,119.341,119.17,119.21,628067,0
AAPL.US,5,20201118,210500,119.2,119.52,119.19,119.472,708240,0
AAPL.US,5,20201118,211000,119.471,119.54,119.43,119.51,504991,0
AAPL.US,5,20201118,211500,119.507,119.54,119.36,119.36,489778,0
AAPL.US,5,20201118,212000,119.36,119.62,119.33,119.6,554105,0
AAPL.US,5,20201118,212500,119.6,119.605,119.3,119.37,718450,0
AAPL.US,5,20201118,213000,119.38,119.44,119.2,119.24,747072,0
AAPL.US,5,20201118,213500,119.24,119.27,118.805,118.905,880733,0
AAPL.US,5,20201118,214000,118.91,118.92,118.51,118.64,1132586,0
AAPL.US,5,20201118,214500,118.647,118.78,118.49,118.62,1206246,0
AAPL.US,5,20201118,215000,118.63,118.65,118.16,118.25,1792798,0
AAPL.US,5,20201118,215500,118.26,118.38,118,118.03,7965272,0
AAPL.US,5,20201119,153000,117.59,118.07,116.81,117.085,4699563,0
AAPL.US,5,20201119,153500,117.09,117.45,116.84,117.06,1561058,0
AAPL.US,5,20201119,154000,117.05,117.36,116.81,117.33,1249129,0
AAPL.US,5,20201119,154500,117.34,117.62,117.18,117.61,1385262,0
AAPL.US,5,20201119,155000,117.61,117.94,117.6,117.845,1536524,0
AAPL.US,5,20201119,155500,117.84,118.12,117.8,117.944,1313722,0
AAPL.US,5,20201119,160000,117.95,118.17,117.73,117.8,1281334,0
AAPL.US,5,20201119,160500,117.81,117.925,117.6,117.875,894272,0
AAPL.US,5,20201119,161000,117.875,117.98,117.52,117.64,781270,0
AAPL.US,5,20201119,161500,117.64,117.82,117.5,117.67,716275,0
AAPL.US,5,20201119,162000,117.69,117.77,117.54,117.6,632867,0
AAPL.US,5,20201119,162500,117.61,118.01,117.572,117.98,864157,0
AAPL.US,5,20201119,163000,117.99,118.16,117.91,118.115,928178,0
AAPL.US,5,20201119,163500,118.12,118.26,118.02,118.24,955696,0
AAPL.US,5,20201119,164000,118.24,118.3,118.03,118.083,736887,0
AAPL.US,5,20201119,164500,118.08,118.15,118.03,118.035,564376,0
AAPL.US,5,20201119,165000,118.034,118.2,117.995,118,695562,0
AAPL.US,5,20201119,165500,118.005,118.055,117.76,117.76,696050,0
AAPL.US,5,20201119,170000,117.775,118.01,117.77,117.891,694716,0
AAPL.US,5,20201119,170500,117.9,117.945,117.75,117.82,667942,0
AAPL.US,5,20201119,171000,117.815,117.825,117.65,117.75,550171,0
AAPL.US,5,20201119,171500,117.75,117.84,117.724,117.8,526243,0
AAPL.US,5,20201119,172000,117.8,118.05,117.77,118.031,536232,0
AAPL.US,5,20201119,172500,118.035,118.12,117.99,118.093,519828,0
AAPL.US,5,20201119,173000,118.1,118.38,118.095,118.26,896885,0
AAPL.US,5,20201119,173500,118.255,118.345,118.145,118.265,639691,0
AAPL.US,5,20201119,174000,118.27,118.29,118.15,118.213,423184,0
AAPL.US,5,20201119,174500,118.213,118.3,118.05,118.1,465082,0
AAPL.US,5,20201119,175000,118.092,118.095,117.91,117.98,542165,0
AAPL.US,5,20201119,175500,117.985,118.205,117.955,118.13,399378,0
AAPL.US,5,20201119,180000,118.135,118.32,118.11,118.245,506994,0
AAPL.US,5,20201119,180500,118.242,118.35,118.215,118.255,530802,0
AAPL.US,5,20201119,181000,118.256,118.275,118.05,118.1,490250,0
AAPL.US,5,20201119,181500,118.11,118.15,117.95,118.055,558271,0
AAPL.US,5,20201119,182000,118.05,118.08,117.83,117.865,532925,0
AAPL.US,5,20201119,182500,117.865,117.9,117.7,117.855,556058,0
AAPL.US,5,20201119,183000,117.852,117.9,117.79,117.82,367641,0
AAPL.US,5,20201119,183500,117.82,117.979,117.81,117.94,385904,0
AAPL.US,5,20201119,184000,117.947,117.985,117.59,117.735,734922,0
AAPL.US,5,20201119,184500,117.736,117.81,117.57,117.655,511038,0
AAPL.US,5,20201119,185000,117.655,117.8,117.635,117.74,390904,0
AAPL.US,5,20201119,185500,117.73,117.81,117.66,117.729,416536,0
AAPL.US,5,20201119,190000,117.723,117.85,117.71,117.79,446426,0
AAPL.US,5,20201119,190500,117.79,117.84,117.635,117.7,388474,0
AAPL.US,5,20201119,191000,117.71,117.76,117.585,117.74,408507,0
AAPL.US,5,20201119,191500,117.735,117.75,117.6,117.68,351915,0
AAPL.US,5,20201119,192000,117.68,117.72,117.54,117.61,443776,0
AAPL.US,5,20201119,192500,117.612,117.89,117.61,117.785,579918,0
AAPL.US,5,20201119,193000,117.78,117.84,117.75,117.82,398258,0
AAPL.US,5,20201119,193500,117.805,117.97,117.785,117.96,423420,0
AAPL.US,5,20201119,194000,117.97,117.98,117.86,117.945,329753,0
AAPL.US,5,20201119,194500,117.942,118.1,117.93,117.985,632068,0
AAPL.US,5,20201119,195000,117.981,118.14,117.981,118.13,440081,0
AAPL.US,5,20201119,195500,118.12,118.14,118.06,118.098,357735,0
AAPL.US,5,20201119,200000,118.096,118.18,118.063,118.16,386723,0
AAPL.US,5,20201119,200500,118.17,118.17,117.99,118.01,382846,0
AAPL.US,5,20201119,201000,118,118.01,117.93,117.98,336816,0
AAPL.US,5,20201119,201500,117.97,118,117.9,117.98,311737,0
AAPL.US,5,20201119,202000,117.975,118.03,117.905,117.935,350089,0
AAPL.US,5,20201119,202500,117.94,118.07,117.9,118.04,361914,0
AAPL.US,5,20201119,203000,118.047,118.14,118.03,118.12,391897,0
AAPL.US,5,20201119,203500,118.12,118.23,118.11,118.18,572887,0
AAPL.US,5,20201119,204000,118.18,118.5,118.15,118.49,954550,0
AAPL.US,5,20201119,204500,118.489,118.56,118.38,118.39,943904,0
AAPL.US,5,20201119,205000,118.385,118.56,118.38,118.43,640205,0
AAPL.US,5,20201119,205500,118.435,118.7,118.35,118.63,824995,0
AAPL.US,5,20201119,210000,118.64,118.64,118.46,118.52,618282,0
AAPL.US,5,20201119,210500,118.501,118.61,118.43,118.56,465901,0
AAPL.US,5,20201119,211000,118.563,118.82,118.55,118.815,792340,0
AAPL.US,5,20201119,211500,118.817,118.818,118.61,118.613,683393,0
AAPL.US,5,20201119,212000,118.61,118.7,118.554,118.6,630174,0
AAPL.US,5,20201119,212500,118.6,118.645,118.51,118.638,604370,0
AAPL.US,5,20201119,213000,118.63,118.82,118.54,118.808,708205,0
AAPL.US,5,20201119,213500,118.805,119.06,118.68,118.874,1125745,0
AAPL.US,5,20201119,214000,118.875,118.88,118.79,118.84,546164,0
AAPL.US,5,20201119,214500,118.835,118.85,118.57,118.58,788700,0
AAPL.US,5,20201119,215000,118.58,118.76,118.54,118.57,1107955,0
AAPL.US,5,20201119,215500,118.57,118.8,118.53,118.64,6503380,0
AAPL.US,5,20201120,153000,118.65,118.65,118.12,118.23,4815283,0
AAPL.US,5,20201120,153500,118.225,118.225,117.84,118.042,1936960,0
AAPL.US,5,20201120,154000,118.045,118.273,117.91,118.159,1246879,0
AAPL.US,5,20201120,154500,118.17,118.28,117.985,118.27,1039356,0
AAPL.US,5,20201120,155000,118.275,118.32,118.035,118.04,910716,0
AAPL.US,5,20201120,155500,118.04,118.15,117.845,118.13,1066696,0
AAPL.US,5,20201120,160000,118.13,118.205,118.06,118.15,699207,0
AAPL.US,5,20201120,160500,118.155,118.45,118.15,118.37,872577,0
AAPL.US,5,20201120,161000,118.38,118.44,118.23,118.305,722531,0
AAPL.US,5,20201120,161500,118.305,118.33,118.12,118.185,659099,0
AAPL.US,5,20201120,162000,118.18,118.41,118.135,118.386,713078,0
AAPL.US,5,20201120,162500,118.39,118.44,118.26,118.273,502459,0
AAPL.US,5,20201120,163000,118.27,118.33,118.22,118.275,567594,0
AAPL.US,5,20201120,163500,118.277,118.44,118.17,118.367,703698,0
AAPL.US,5,20201120,164000,118.37,118.555,118.35,118.482,664005,0
AAPL.US,5,20201120,164500,118.49,118.59,118.44,118.51,544639,0
AAPL.US,5,20201120,165000,118.508,118.64,118.43,118.63,636882,0
AAPL.US,5,20201120,165500,118.626,118.63,118.45,118.466,467077,0
AAPL.US,5,20201120,170000,118.465,118.65,118.38,118.59,666463,0
AAPL.US,5,20201120,170500,118.59,118.73,118.53,118.695,682992,0
AAPL.US,5,20201120,171000,118.695,118.77,118.58,118.615,651456,0
AAPL.US,5,20201120,171500,118.615,118.63,118.5,118.51,444435,0
AAPL.US,5,20201120,172000,118.515,118.57,118.44,118.505,526611,0
AAPL.US,5,20201120,172500,118.51,118.57,118.43,118.45,514538,0
AAPL.US,5,20201120,173000,118.45,118.47,118.28,118.38,562620,0
AAPL.US,5,20201120,173500,118.385,118.45,118.171,118.29,673429,0
AAPL.US,5,20201120,174000,118.29,118.32,118.1,118.12,566813,0
AAPL.US,5,20201120,174500,118.12,118.15,117.95,117.99,868467,0
AAPL.US,5,20201120,175000,117.989,118.02,117.905,117.95,740723,0
AAPL.US,5,20201120,175500,117.95,118.04,117.92,117.99,628601,0
AAPL.US,5,20201120,180000,117.98,118.11,117.88,118.09,817314,0
AAPL.US,5,20201120,180500,118.09,118.13,118.01,118.034,449267,0
AAPL.US,5,20201120,181000,118.035,118.18,117.98,118.171,542840,0
AAPL.US,5,20201120,181500,118.175,118.18,118.09,118.11,379266,0
AAPL.US,5,20201120,182000,118.12,118.19,118.07,118.179,541314,0
AAPL.US,5,20201120,182500,118.176,118.22,118.132,118.2,629638,0
AAPL.US,5,20201120,183000,118.19,118.21,118.13,118.18,565326,0
AAPL.US,5,20201120,183500,118.18,118.2,118.09,118.198,444088,0
AAPL.US,5,20201120,184000,118.2,118.3,118.18,118.24,427168,0
AAPL.US,5,20201120,184500,118.246,118.246,118.1,118.122,354542,0
AAPL.US,5,20201120,185000,118.127,118.22,118.1,118.12,285643,0
AAPL.US,5,20201120,185500,118.125,118.3,118.125,118.27,390205,0
AAPL.US,5,20201120,190000,118.28,118.29,118.01,118.048,472073,0
AAPL.US,5,20201120,190500,118.045,118.095,117.96,118.065,603566,0
AAPL.US,5,20201120,191000,118.064,118.1,117.97,118.091,471393,0
AAPL.US,5,20201120,191500,118.1,118.16,118.065,118.133,393884,0
AAPL.US,5,20201120,192000,118.13,118.141,118.05,118.1,298869,0
AAPL.US,5,20201120,192500,118.1,118.14,118.06,118.12,277795,0
AAPL.US,5,20201120,193000,118.115,118.195,118.095,118.165,380395,0
AAPL.US,5,20201120,193500,118.16,118.185,118.08,118.13,362672,0
AAPL.US,5,20201120,194000,118.12,118.156,118.09,118.156,244007,0
AAPL.US,5,20201120,194500,118.153,118.16,117.99,118.02,492676,0
AAPL.US,5,20201120,195000,118.03,118.1,117.99,118.06,382635,0
AAPL.US,5,20201120,195500,118.07,118.08,117.9,117.958,521621,0
AAPL.US,5,20201120,200000,117.96,118.04,117.9,118.001,576286,0
AAPL.US,5,20201120,200500,118.006,118.02,117.92,117.945,400939,0
AAPL.US,5,20201120,201000,117.94,117.99,117.92,117.948,286508,0
AAPL.US,5,20201120,201500,117.94,117.97,117.91,117.94,268842,0
AAPL.US,5,20201120,202000,117.935,118.1,117.88,118.071,622203,0
AAPL.US,5,20201120,202500,118.073,118.08,117.99,118.01,328081,0
AAPL.US,5,20201120,203000,118.015,118.019,117.88,117.954,536152,0
AAPL.US,5,20201120,203500,117.95,118.01,117.85,117.86,564896,0
AAPL.US,5,20201120,204000,117.87,117.89,117.7,117.847,810847,0
AAPL.US,5,20201120,204500,117.847,117.87,117.785,117.867,413289,0
AAPL.US,5,20201120,205000,117.87,117.95,117.85,117.91,423806,0
AAPL.US,5,20201120,205500,117.911,117.93,117.8,117.87,420947,0
AAPL.US,5,20201120,210000,117.87,117.9,117.815,117.848,376970,0
AAPL.US,5,20201120,210500,117.84,117.96,117.82,117.86,595039,0
AAPL.US,5,20201120,211000,117.86,117.895,117.72,117.766,709059,0
AAPL.US,5,20201120,211500,117.761,117.77,117.5,117.66,915914,0
AAPL.US,5,20201120,212000,117.669,117.71,117.546,117.58,737149,0
AAPL.US,5,20201120,212500,117.58,117.68,117.55,117.565,726979,0
AAPL.US,5,20201120,213000,117.565,117.63,117.5,117.54,826243,0
AAPL.US,5,20201120,213500,117.536,117.67,117.52,117.641,789765,0
AAPL.US,5,20201120,214000,117.645,117.73,117.61,117.66,809202,0
AAPL.US,5,20201120,214500,117.66,117.86,117.65,117.72,1137516,0
AAPL.US,5,20201120,215000,117.72,117.8,117.348,117.36,1665325,0
AAPL.US,5,20201120,215500,117.36,117.51,117.29,117.34,8849062,0
AAPL.US,5,20201123,153000,117.18,117.45,117.08,117.375,3596101,0
AAPL.US,5,20201123,153500,117.37,117.62,117.28,117.32,2089834,0
AAPL.US,5,20201123,154000,117.32,117.436,116.92,117.06,2090241,0
AAPL.US,5,20201123,154500,117.07,117.34,116.87,116.87,1747078,0
AAPL.US,5,20201123,155000,116.878,117.04,116.73,117.04,1642766,0
AAPL.US,5,20201123,155500,117.04,117.14,116.8,116.995,1219793,0
AAPL.US,5,20201123,160000,117,117.07,116.75,116.77,1318497,0
AAPL.US,5,20201123,160500,116.76,116.8,116.205,116.24,1843126,0
AAPL.US,5,20201123,161000,116.23,116.23,115.63,115.91,2518033,0
AAPL.US,5,20201123,161500,115.905,116,115.685,115.799,1603496,0
AAPL.US,5,20201123,162000,115.8,115.82,115.47,115.524,2038561,0
AAPL.US,5,20201123,162500,115.515,115.54,115.1,115.4,2218396,0
AAPL.US,5,20201123,163000,115.38,115.47,115.3,115.36,1203678,0
AAPL.US,5,20201123,163500,115.36,115.6,115.27,115.518,1281191,0
AAPL.US,5,20201123,164000,115.515,115.6,115.4,115.525,1283249,0
AAPL.US,5,20201123,164500,115.525,115.587,115.27,115.395,1108033,0
AAPL.US,5,20201123,165000,115.4,115.65,115.38,115.625,1070005,0
AAPL.US,5,20201123,165500,115.625,115.71,115.43,115.43,1015961,0
AAPL.US,5,20201123,170000,115.435,115.445,115.16,115.214,1339693,0
AAPL.US,5,20201123,170500,115.22,115.3,114.97,114.985,2233966,0
AAPL.US,5,20201123,171000,114.98,115,114.27,114.329,2675383,0
AAPL.US,5,20201123,171500,114.32,114.62,114.225,114.61,1800896,0
AAPL.US,5,20201123,172000,114.6,114.62,114.41,114.5,1143568,0
AAPL.US,5,20201123,172500,114.5,114.62,114.27,114.34,1180617,0
AAPL.US,5,20201123,173000,114.347,114.413,113.8,113.94,2307360,0
AAPL.US,5,20201123,173500,113.94,114.43,113.94,114.335,1508050,0
AAPL.US,5,20201123,174000,114.33,114.55,114.2,114.46,1171958,0
AAPL.US,5,20201123,174500,114.47,114.695,114.45,114.655,1301737,0
AAPL.US,5,20201123,175000,114.655,114.66,114.511,114.57,923613,0
AAPL.US,5,20201123,175500,114.56,114.76,114.5,114.5,986505,0
AAPL.US,5,20201123,180000,114.5,114.62,114.27,114.589,1240147,0
AAPL.US,5,20201123,180500,114.585,114.67,114.5,114.57,708810,0
AAPL.US,5,20201123,181000,114.57,114.785,114.5,114.77,852594,0
AAPL.US,5,20201123,181500,114.78,114.93,114.73,114.85,1078118,0
AAPL.US,5,20201123,182000,114.86,115.2,114.84,115.129,1146610,0
AAPL.US,5,20201123,182500,115.129,115.16,115.01,115.122,783141,0
AAPL.US,5,20201123,183000,115.126,115.126,114.91,114.99,920992,0
AAPL.US,5,20201123,183500,114.99,115.08,114.93,114.995,641649,0
AAPL.US,5,20201123,184000,114.995,115.025,114.85,114.917,631951,0
AAPL.US,5,20201123,184500,114.917,115.02,114.85,114.982,725020,0
AAPL.US,5,20201123,185000,114.99,115.17,114.965,115.126,614681,0
AAPL.US,5,20201123,185500,115.121,115.329,115.11,115.299,747209,0
AAPL.US,5,20201123,190000,115.3,115.36,115.14,115.17,747750,0
AAPL.US,5,20201123,190500,115.163,115.275,115.1,115.2,528751,0
AAPL.US,5,20201123,191000,115.201,115.23,115.11,115.175,486225,0
AAPL.US,5,20201123,191500,115.175,115.2,114.95,115.03,730277,0
AAPL.US,5,20201123,192000,115.033,115.13,114.92,115.105,657526,0
AAPL.US,5,20201123,192500,115.104,115.15,114.99,114.993,527243,0
AAPL.US,5,20201123,193000,114.995,115.03,114.77,114.83,794153,0
AAPL.US,5,20201123,193500,114.83,114.92,114.69,114.691,765113,0
AAPL.US,5,20201123,194000,114.695,114.8,114.65,114.78,760553,0
AAPL.US,5,20201123,194500,114.785,115.02,114.63,114.88,894136,0
AAPL.US,5,20201123,195000,114.88,114.91,114.63,114.66,766136,0
AAPL.US,5,20201123,195500,114.66,114.71,114.595,114.615,694208,0
AAPL.US,5,20201123,200000,114.615,114.65,114.435,114.45,1196274,0
AAPL.US,5,20201123,200500,114.447,114.68,114.44,114.6,681072,0
AAPL.US,5,20201123,201000,114.6,114.68,114.47,114.56,975569,0
AAPL.US,5,20201123,201500,114.56,114.62,114.25,114.255,1085225,0
AAPL.US,5,20201123,202000,114.26,114.34,114.08,114.17,1274753,0
AAPL.US,5,20201123,202500,114.165,114.209,114.01,114.059,1080581,0
AAPL.US,5,20201123,203000,114.06,114.24,114.03,114.23,1110598,0
AAPL.US,5,20201123,203500,114.221,114.405,114.21,114.378,1216431,0
AAPL.US,5,20201123,204000,114.375,114.43,114.275,114.3,825890,0
AAPL.US,5,20201123,204500,114.299,114.31,114.13,114.155,966806,0
AAPL.US,5,20201123,205000,114.15,114.58,114.09,114.28,1864738,0
AAPL.US,5,20201123,205500,114.285,114.352,114,114.2,1114298,0
AAPL.US,5,20201123,210000,114.205,114.33,114.05,114.249,1192591,0
AAPL.US,5,20201123,210500,114.25,114.47,114.23,114.385,1046536,0
AAPL.US,5,20201123,211000,114.385,114.41,114.31,114.335,877079,0
AAPL.US,5,20201123,211500,114.34,114.35,114.08,114.13,1295025,0
AAPL.US,5,20201123,212000,114.13,114.135,113.99,114.1,1395432,0
AAPL.US,5,20201123,212500,114.105,114.11,114.02,114.035,874064,0
AAPL.US,5,20201123,213000,114.04,114.05,113.92,113.95,1680876,0
AAPL.US,5,20201123,213500,113.955,114.02,113.81,113.81,1518045,0
AAPL.US,5,20201123,214000,113.82,114.08,113.76,113.99,1830083,0
AAPL.US,5,20201123,214500,113.99,114.05,113.79,113.885,1751968,0
AAPL.US,5,20201123,215000,113.89,114.18,113.87,113.88,2231827,0
AAPL.US,5,20201123,215500,113.87,114.04,113.75,113.85,8991342,0
AAPL.US,5,20201124,153000,113.91,114.04,112.765,112.936,5935826,0
AAPL.US,5,20201124,153500,112.933,113.32,112.82,113.166,2705591,0
AAPL.US,5,20201124,154000,113.16,113.3,112.971,113.12,1747724,0
AAPL.US,5,20201124,154500,113.103,113.11,112.59,112.88,2676263,0
AAPL.US,5,20201124,155000,112.87,112.93,112.65,112.745,2229484,0
AAPL.US,5,20201124,155500,112.75,113.08,112.69,113.01,1905191,0
AAPL.US,5,20201124,160000,113.01,113.57,113.01,113.464,1955033,0
AAPL.US,5,20201124,160500,113.47,113.79,113.32,113.71,1575510,0
AAPL.US,5,20201124,161000,113.705,113.82,113.45,113.684,1725371,0
AAPL.US,5,20201124,161500,113.68,113.79,113.44,113.73,1454488,0
AAPL.US,5,20201124,162000,113.73,113.77,113.47,113.745,1457023,0
AAPL.US,5,20201124,162500,113.74,113.77,113.385,113.405,1239532,0
AAPL.US,5,20201124,163000,113.4,113.58,113.34,113.434,1248858,0
AAPL.US,5,20201124,163500,113.44,113.645,113.43,113.625,1007362,0
AAPL.US,5,20201124,164000,113.614,114.25,113.61,114.248,1758358,0
AAPL.US,5,20201124,164500,114.245,114.45,114.15,114.37,1590463,0
AAPL.US,5,20201124,165000,114.36,114.42,114.13,114.31,1264369,0
AAPL.US,5,20201124,165500,114.315,114.905,114.29,114.903,1772043,0
AAPL.US,5,20201124,170000,114.903,115.05,114.76,114.915,1719353,0
AAPL.US,5,20201124,170500,114.91,115.12,114.79,114.79,1675299,0
AAPL.US,5,20201124,171000,114.8,114.92,114.67,114.74,1170937,0
AAPL.US,5,20201124,171500,114.74,115.015,114.66,114.93,1325153,0
AAPL.US,5,20201124,172000,114.92,114.965,114.745,114.79,854866,0
AAPL.US,5,20201124,172500,114.79,114.99,114.775,114.92,849875,0
AAPL.US,5,20201124,173000,114.92,114.95,114.77,114.93,849127,0
AAPL.US,5,20201124,173500,114.92,115.14,114.881,115.119,1144718,0
AAPL.US,5,20201124,174000,115.11,115.37,115.11,115.19,1364546,0
AAPL.US,5,20201124,174500,115.2,115.35,115.12,115.221,1021852,0
AAPL.US,5,20201124,175000,115.22,115.24,114.735,114.87,1309999,0
AAPL.US,5,20201124,175500,114.87,114.95,114.74,114.81,914300,0
AAPL.US,5,20201124,180000,114.81,114.87,114.23,114.24,1293121,0
AAPL.US,5,20201124,180500,114.24,114.55,114.23,114.501,998437,0
AAPL.US,5,20201124,181000,114.505,114.56,114.39,114.47,672947,0
AAPL.US,5,20201124,181500,114.47,114.63,114.43,114.495,524459,0
AAPL.US,5,20201124,182000,114.5,114.58,114.47,114.535,588489,0
AAPL.US,5,20201124,182500,114.53,114.7,114.515,114.66,650725,0
AAPL.US,5,20201124,183000,114.67,114.9,114.551,114.881,777044,0
AAPL.US,5,20201124,183500,114.89,115.012,114.77,114.88,809261,0
AAPL.US,5,20201124,184000,114.88,114.985,114.82,114.86,537656,0
AAPL.US,5,20201124,184500,114.86,114.98,114.79,114.95,500070,0
AAPL.US,5,20201124,185000,114.959,114.96,114.77,114.79,437603,0
AAPL.US,5,20201124,185500,114.79,114.885,114.74,114.8,480510,0
AAPL.US,5,20201124,190000,114.79,114.81,114.62,114.71,661781,0
AAPL.US,5,20201124,190500,114.711,114.88,114.68,114.85,501165,0
AAPL.US,5,20201124,191000,114.855,115.01,114.83,115,661785,0
AAPL.US,5,20201124,191500,115,115.12,114.99,115.11,682028,0
AAPL.US,5,20201124,192000,115.105,115.31,115.095,115.2,900251,0
AAPL.US,5,20201124,192500,115.19,115.2,114.92,115.045,997606,0
AAPL.US,5,20201124,193000,115.045,115.25,115.04,115.205,727032,0
AAPL.US,5,20201124,193500,115.205,115.39,115.13,115.38,841107,0
AAPL.US,5,20201124,194000,115.376,115.555,115.37,115.49,1490403,0
AAPL.US,5,20201124,194500,115.47,115.61,115.33,115.494,891148,0
AAPL.US,5,20201124,195000,115.49,115.58,115.43,115.535,590828,0
AAPL.US,5,20201124,195500,115.53,115.7,115.495,115.691,764265,0
AAPL.US,5,20201124,200000,115.695,115.85,115.535,115.59,1264441,0
AAPL.US,5,20201124,200500,115.593,115.65,115.43,115.43,874936,0
AAPL.US,5,20201124,201000,115.43,115.57,115.315,115.475,795924,0
AAPL.US,5,20201124,201500,115.473,115.475,115.27,115.32,835693,0
AAPL.US,5,20201124,202000,115.315,115.46,115.16,115.16,792351,0
AAPL.US,5,20201124,202500,115.16,115.22,114.97,115.075,1073695,0
AAPL.US,5,20201124,203000,115.08,115.27,115.02,115.214,756356,0
AAPL.US,5,20201124,203500,115.22,115.275,115.06,115.09,617258,0
AAPL.US,5,20201124,204000,115.09,115.26,115.06,115.135,696689,0
AAPL.US,5,20201124,204500,115.13,115.16,115,115.123,618681,0
AAPL.US,5,20201124,205000,115.13,115.27,115.11,115.211,584579,0
AAPL.US,5,20201124,205500,115.215,115.38,115.212,115.36,617943,0
AAPL.US,5,20201124,210000,115.36,115.385,115.165,115.33,714368,0
AAPL.US,5,20201124,210500,115.33,115.43,115.27,115.31,725875,0
AAPL.US,5,20201124,211000,115.32,115.5,115.29,115.48,658682,0
AAPL.US,5,20201124,211500,115.484,115.62,115.46,115.6,765509,0
AAPL.US,5,20201124,212000,115.605,115.69,115.55,115.67,861413,0
AAPL.US,5,20201124,212500,115.68,115.72,115.53,115.66,723013,0
AAPL.US,5,20201124,213000,115.675,115.73,115.57,115.61,831844,0
AAPL.US,5,20201124,213500,115.615,115.64,115.35,115.438,998004,0
AAPL.US,5,20201124,214000,115.434,115.6,115.42,115.521,884977,0
AAPL.US,5,20201124,214500,115.52,115.683,115.46,115.53,1160566,0
AAPL.US,5,20201124,215000,115.52,115.53,115.175,115.19,2179427,0
AAPL.US,5,20201124,215500,115.19,115.27,114.97,115.17,10521453,0
AAPL.US,5,20201125,153000,115.54,115.85,115.17,115.74,3698603,0
AAPL.US,5,20201125,153500,115.74,116.5,115.7,116.25,2323159,0
AAPL.US,5,20201125,154000,116.245,116.535,115.955,116.059,1710159,0
AAPL.US,5,20201125,154500,116.055,116.37,115.9,116.32,1886105,0
AAPL.US,5,20201125,155000,116.31,116.61,116.281,116.395,1835201,0
AAPL.US,5,20201125,155500,116.395,116.55,116.23,116.35,1331834,0
AAPL.US,5,20201125,160000,116.354,116.4,115.8,115.83,1390224,0
AAPL.US,5,20201125,160500,115.836,115.929,115.53,115.808,1426777,0
AAPL.US,5,20201125,161000,115.82,116.15,115.73,116.13,1152625,0
AAPL.US,5,20201125,161500,116.135,116.405,116,116.34,1155820,0
AAPL.US,5,20201125,162000,116.34,116.365,115.95,116.105,1058753,0
AAPL.US,5,20201125,162500,116.12,116.175,115.8,115.98,831173,0
AAPL.US,5,20201125,163000,115.98,116.14,115.88,116.06,880980,0
AAPL.US,5,20201125,163500,116.055,116.21,115.943,116.2,647511,0
AAPL.US,5,20201125,164000,116.19,116.31,116.1,116.27,717370,0
AAPL.US,5,20201125,164500,116.261,116.479,116.23,116.329,739514,0
AAPL.US,5,20201125,165000,116.32,116.53,116.29,116.45,1043683,0
AAPL.US,5,20201125,165500,116.451,116.52,116.341,116.5,742186,0
AAPL.US,5,20201125,170000,116.492,116.75,116.47,116.626,1168315,0
AAPL.US,5,20201125,170500,116.624,116.66,116.46,116.564,699205,0
AAPL.US,5,20201125,171000,116.567,116.61,116.46,116.55,675922,0
AAPL.US,5,20201125,171500,116.54,116.56,116.1,116.1,893104,0
AAPL.US,5,20201125,172000,116.105,116.255,115.99,116.25,904009,0
AAPL.US,5,20201125,172500,116.245,116.31,116.13,116.17,666113,0
AAPL.US,5,20201125,173000,116.17,116.324,116.13,116.23,518959,0
AAPL.US,5,20201125,173500,116.23,116.28,116.02,116.155,637340,0
AAPL.US,5,20201125,174000,116.156,116.16,115.89,115.97,922957,0
AAPL.US,5,20201125,174500,115.975,116.13,115.93,116.016,619900,0
AAPL.US,5,20201125,175000,116.01,116.149,115.895,116.13,722322,0
AAPL.US,5,20201125,175500,116.11,116.11,115.971,116.02,436006,0
AAPL.US,5,20201125,180000,116.03,116.06,115.8,115.965,611973,0
AAPL.US,5,20201125,180500,115.97,115.99,115.745,115.85,544933,0
AAPL.US,5,20201125,181000,115.855,115.87,115.7,115.855,507165,0
AAPL.US,5,20201125,181500,115.85,115.97,115.79,115.93,435557,0
AAPL.US,5,20201125,182000,115.94,116.01,115.92,115.97,414552,0
AAPL.US,5,20201125,182500,115.966,116,115.88,115.948,494691,0
AAPL.US,5,20201125,183000,115.94,116.1,115.93,116.07,425252,0
AAPL.US,5,20201125,183500,116.07,116.071,115.94,115.95,357368,0
AAPL.US,5,20201125,184000,115.96,115.99,115.86,115.97,388542,0
