<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,5,20201125,184500,115.975,116.23,115.97,116.21,623235,0
AAPL.US,5,20201125,185000,116.201,116.33,116.13,116.301,516732,0
AAPL.US,5,20201125,185500,116.305,116.325,116.19,116.21,444408,0
AAPL.US,5,20201125,190000,116.215,116.34,116.18,116.27,459939,0
AAPL.US,5,20201125,190500,116.269,116.32,116.175,116.2,432199,0
AAPL.US,5,20201125,191000,116.2,116.28,116.13,116.177,492951,0
AAPL.US,5,20201125,191500,116.179,116.19,116.09,116.14,335104,0
AAPL.US,5,20201125,192000,116.14,116.15,116,116.064,328126,0
AAPL.US,5,20201125,192500,116.063,116.08,115.995,116.03,393493,0
AAPL.US,5,20201125,193000,116.02,116.045,115.87,115.99,554204,0
AAPL.US,5,20201125,193500,116,116.03,115.95,116.016,279361,0
AAPL.US,5,20201125,194000,116.016,116.12,115.955,116.095,431267,0
AAPL.US,5,20201125,194500,116.088,116.088,115.99,116.055,346309,0
AAPL.US,5,20201125,195000,116.05,116.06,115.96,116.015,326293,0
AAPL.US,5,20201125,195500,116.01,116.05,115.93,115.99,364503,0
AAPL.US,5,20201125,200000,115.986,115.986,115.87,115.88,404569,0
AAPL.US,5,20201125,200500,115.874,115.914,115.79,115.82,516188,0
AAPL.US,5,20201125,201000,115.83,115.87,115.731,115.83,616738,0
AAPL.US,5,20201125,201500,115.82,115.95,115.795,115.92,401253,0
AAPL.US,5,20201125,202000,115.923,116.02,115.902,115.99,553208,0
AAPL.US,5,20201125,202500,115.985,116.05,115.94,116.03,366261,0
AAPL.US,5,20201125,203000,116.034,116.139,116.005,116.08,455239,0
AAPL.US,5,20201125,203500,116.08,116.09,115.91,115.965,457344,0
AAPL.US,5,20201125,204000,115.968,116.029,115.8,115.85,444346,0
AAPL.US,5,20201125,204500,115.85,116,115.85,115.935,389195,0
AAPL.US,5,20201125,205000,115.93,116.04,115.876,116.017,468963,0
AAPL.US,5,20201125,205500,116.02,116.13,116.014,116.122,385738,0
AAPL.US,5,20201125,210000,116.12,116.13,116.02,116.025,390627,0
AAPL.US,5,20201125,210500,116.03,116.065,115.96,116.05,606655,0
AAPL.US,5,20201125,211000,116.05,116.22,116.03,116.18,813144,0
AAPL.US,5,20201125,211500,116.18,116.22,116.11,116.18,468360,0
AAPL.US,5,20201125,212000,116.18,116.37,116.18,116.308,668000,0
AAPL.US,5,20201125,212500,116.309,116.35,116.245,116.34,625614,0
AAPL.US,5,20201125,213000,116.33,116.47,116.3,116.42,715153,0
AAPL.US,5,20201125,213500,116.42,116.44,116.125,116.13,989955,0
AAPL.US,5,20201125,214000,116.135,116.29,116.13,116.26,648247,0
AAPL.US,5,20201125,214500,116.265,116.305,116.07,116.09,860320,0
AAPL.US,5,20201125,215000,116.08,116.115,115.99,116,1236660,0
AAPL.US,5,20201125,215500,115.995,116.1,115.95,116.03,6316889,0
AAPL.US,5,20201127,153000,116.57,117.19,116.47,117.03,3446131,0
AAPL.US,5,20201127,153500,117.03,117.3,116.91,116.955,1672411,0
AAPL.US,5,20201127,154000,116.952,117.12,116.83,117.02,1315020,0
AAPL.US,5,20201127,154500,117.018,117.18,116.88,117.07,1328930,0
AAPL.US,5,20201127,155000,117.06,117.105,116.78,116.86,1187573,0
AAPL.US,5,20201127,155500,116.86,117.06,116.83,116.98,802154,0
AAPL.US,5,20201127,160000,116.99,117.138,116.83,116.851,1017644,0
AAPL.US,5,20201127,160500,116.85,116.903,116.675,116.806,1031649,0
AAPL.US,5,20201127,161000,116.804,116.99,116.7,116.965,711308,0
AAPL.US,5,20201127,161500,116.96,117.122,116.9,117.05,824618,0
AAPL.US,5,20201127,162000,117.055,117.26,117.02,117.155,1040390,0
AAPL.US,5,20201127,162500,117.15,117.25,117.03,117.225,997524,0
AAPL.US,5,20201127,163000,117.22,117.49,117.205,117.366,1390079,0
AAPL.US,5,20201127,163500,117.365,117.4,117.06,117.07,1016527,0
AAPL.US,5,20201127,164000,117.061,117.21,116.98,117.01,1055407,0
AAPL.US,5,20201127,164500,117.01,117.1,116.91,116.955,856430,0
AAPL.US,5,20201127,165000,116.954,117.05,116.848,117,674230,0
AAPL.US,5,20201127,165500,117,117.15,116.94,117.07,678439,0
AAPL.US,5,20201127,170000,117.06,117.088,116.89,116.985,588453,0
AAPL.US,5,20201127,170500,116.986,117.064,116.94,117.015,579529,0
AAPL.US,5,20201127,171000,117.019,117.16,116.98,117.1,731896,0
AAPL.US,5,20201127,171500,117.095,117.18,116.945,116.984,543554,0
AAPL.US,5,20201127,172000,116.98,117.01,116.825,116.94,761274,0
AAPL.US,5,20201127,172500,116.94,117.1,116.93,117.03,635175,0
AAPL.US,5,20201127,173000,117.04,117.15,117.02,117.104,618767,0
AAPL.US,5,20201127,173500,117.105,117.11,116.87,116.95,602120,0
AAPL.US,5,20201127,174000,116.949,117.02,116.83,116.98,670100,0
AAPL.US,5,20201127,174500,116.98,117.01,116.87,116.958,480400,0
AAPL.US,5,20201127,175000,116.951,116.99,116.73,116.83,688933,0
AAPL.US,5,20201127,175500,116.82,116.87,116.66,116.86,600730,0
AAPL.US,5,20201127,180000,116.868,116.92,116.765,116.79,469017,0
AAPL.US,5,20201127,180500,116.79,116.83,116.695,116.699,445377,0
AAPL.US,5,20201127,181000,116.69,116.75,116.48,116.545,933481,0
AAPL.US,5,20201127,181500,116.545,116.69,116.54,116.565,570683,0
AAPL.US,5,20201127,182000,116.565,116.59,116.31,116.43,773539,0
AAPL.US,5,20201127,182500,116.416,116.58,116.37,116.52,621951,0
AAPL.US,5,20201127,183000,116.52,116.59,116.415,116.471,752157,0
AAPL.US,5,20201127,183500,116.48,116.52,116.36,116.455,734977,0
AAPL.US,5,20201127,184000,116.455,116.51,116.35,116.415,756640,0
AAPL.US,5,20201127,184500,116.412,116.469,116.32,116.339,713897,0
AAPL.US,5,20201127,185000,116.34,116.4,116.22,116.375,1130503,0
AAPL.US,5,20201127,185500,116.375,116.6,116.32,116.59,1432426,0
AAPL.US,5,20201127,190000,116.6,116.65,116.59,116.59,2079251,0
AAPL.US,5,20201130,153000,116.97,118.3,116.81,118.23,4768020,0
AAPL.US,5,20201130,153500,118.23,119,117.96,118.955,3275047,0
AAPL.US,5,20201130,154000,118.939,119.22,118.485,118.915,2278923,0
AAPL.US,5,20201130,154500,118.911,119.39,118.85,119.06,2886654,0
AAPL.US,5,20201130,155000,119.066,119.14,118.82,119.08,1778440,0
AAPL.US,5,20201130,155500,119.09,119.225,118.8,118.917,1600657,0
AAPL.US,5,20201130,160000,118.92,119.15,118.8,119.031,1720944,0
AAPL.US,5,20201130,160500,119.04,119.36,118.98,119.36,1793027,0
AAPL.US,5,20201130,161000,119.356,119.5,118.98,119.025,1618635,0
AAPL.US,5,20201130,161500,119.025,119.165,118.72,118.736,1561581,0
AAPL.US,5,20201130,162000,118.74,118.87,118.62,118.75,1386218,0
AAPL.US,5,20201130,162500,118.76,118.96,118.635,118.7,1218429,0
AAPL.US,5,20201130,163000,118.704,118.79,118.4,118.42,1303160,0
AAPL.US,5,20201130,163500,118.41,118.465,117.91,117.96,1946902,0
AAPL.US,5,20201130,164000,117.951,118,117.3,117.35,1651466,0
AAPL.US,5,20201130,164500,117.35,117.585,116.91,117.55,2122530,0
AAPL.US,5,20201130,165000,117.56,117.945,117.44,117.726,1925131,0
AAPL.US,5,20201130,165500,117.73,118.17,117.65,118.13,1418099,0
AAPL.US,5,20201130,170000,118.13,118.14,117.665,117.915,1037046,0
AAPL.US,5,20201130,170500,117.915,118.057,117.81,117.98,948629,0
AAPL.US,5,20201130,171000,117.985,118.09,117.86,117.93,1045063,0
AAPL.US,5,20201130,171500,117.928,118.19,117.72,117.759,1057247,0
AAPL.US,5,20201130,172000,117.76,118.02,117.68,117.905,949834,0
AAPL.US,5,20201130,172500,117.904,118.02,117.75,117.77,727431,0
AAPL.US,5,20201130,173000,117.77,117.895,117.5,117.55,917393,0
AAPL.US,5,20201130,173500,117.55,118.095,117.52,118.025,1114630,0
AAPL.US,5,20201130,174000,118.025,118.27,117.88,118.26,993776,0
AAPL.US,5,20201130,174500,118.256,118.735,118.25,118.725,1363234,0
AAPL.US,5,20201130,175000,118.725,119.01,118.72,118.95,1450092,0
AAPL.US,5,20201130,175500,118.955,119.01,118.86,118.88,1022450,0
AAPL.US,5,20201130,180000,118.87,118.88,118.61,118.65,883357,0
AAPL.US,5,20201130,180500,118.645,118.89,118.625,118.84,783453,0
AAPL.US,5,20201130,181000,118.845,119.07,118.72,119.015,1153886,0
AAPL.US,5,20201130,181500,119.015,119.07,118.8,118.87,765350,0
AAPL.US,5,20201130,182000,118.861,118.92,118.675,118.9,654873,0
AAPL.US,5,20201130,182500,118.895,119.06,118.82,119.035,808057,0
AAPL.US,5,20201130,183000,119.04,119.11,118.92,118.97,745468,0
AAPL.US,5,20201130,183500,118.97,119.01,118.76,118.82,524031,0
AAPL.US,5,20201130,184000,118.822,119,118.68,118.835,716186,0
AAPL.US,5,20201130,184500,118.83,118.878,118.76,118.83,426632,0
AAPL.US,5,20201130,185000,118.835,118.97,118.81,118.905,546619,0
AAPL.US,5,20201130,185500,118.905,119.079,118.86,119.045,722967,0
AAPL.US,5,20201130,190000,119.045,119.22,118.975,119.13,858368,0
AAPL.US,5,20201130,190500,119.12,119.2,119.04,119.095,700537,0
AAPL.US,5,20201130,191000,119.11,119.11,118.81,118.83,702501,0
AAPL.US,5,20201130,191500,118.83,118.988,118.82,118.895,532727,0
AAPL.US,5,20201130,192000,118.895,119.13,118.875,119.125,651511,0
AAPL.US,5,20201130,192500,119.12,119.14,118.97,119.07,532912,0
AAPL.US,5,20201130,193000,119.07,119.13,118.98,119.065,596909,0
AAPL.US,5,20201130,193500,119.07,119.215,119.065,119.19,604889,0
AAPL.US,5,20201130,194000,119.2,119.405,119.19,119.39,1241334,0
AAPL.US,5,20201130,194500,119.39,119.59,119.37,119.57,1610107,0
AAPL.US,5,20201130,195000,119.571,119.76,119.56,119.695,1397226,0
AAPL.US,5,20201130,195500,119.69,119.75,119.57,119.735,844210,0
AAPL.US,5,20201130,200000,119.735,119.78,119.59,119.69,946674,0
AAPL.US,5,20201130,200500,119.69,119.89,119.67,119.84,1184499,0
AAPL.US,5,20201130,201000,119.845,119.95,119.78,119.94,991186,0
AAPL.US,5,20201130,201500,119.94,119.99,119.82,119.975,880008,0
AAPL.US,5,20201130,202000,119.975,120,119.95,119.99,1058095,0
AAPL.US,5,20201130,202500,119.99,120.2,119.97,120.195,2404239,0
AAPL.US,5,20201130,203000,120.194,120.43,120.13,120.375,1546441,0
AAPL.US,5,20201130,203500,120.375,120.59,120.37,120.578,1672147,0
AAPL.US,5,20201130,204000,120.58,120.83,120.53,120.53,1817152,0
AAPL.US,5,20201130,204500,120.535,120.68,120.401,120.555,1541360,0
AAPL.US,5,20201130,205000,120.555,120.61,120.18,120.21,1640149,0
AAPL.US,5,20201130,205500,120.21,120.63,120.19,120.57,1521974,0
AAPL.US,5,20201130,210000,120.565,120.69,120.52,120.64,1269426,0
AAPL.US,5,20201130,210500,120.635,120.935,120.59,120.81,1629384,0
AAPL.US,5,20201130,211000,120.813,120.97,120.64,120.691,1280206,0
AAPL.US,5,20201130,211500,120.695,120.91,120.64,120.855,1152882,0
AAPL.US,5,20201130,212000,120.865,120.95,120.82,120.904,1005923,0
AAPL.US,5,20201130,212500,120.9,120.911,120.29,120.41,1588979,0
AAPL.US,5,20201130,213000,120.41,120.66,120.385,120.49,1420710,0
AAPL.US,5,20201130,213500,120.5,120.655,120.48,120.62,1265471,0
AAPL.US,5,20201130,214000,120.622,120.68,120.32,120.384,1367197,0
AAPL.US,5,20201130,214500,120.385,120.62,120.38,120.51,1729226,0
AAPL.US,5,20201130,215000,120.51,120.55,119.33,119.36,5014780,0
AAPL.US,5,20201130,215500,119.35,119.69,119.05,119.05,32987079,0
AAPL.US,5,20201201,153000,121.01,121.24,120.08,120.3,4655563,0
AAPL.US,5,20201201,153500,120.305,121.34,120.01,121.26,2917542,0
AAPL.US,5,20201201,154000,121.25,121.81,120.925,121.72,2451841,0
AAPL.US,5,20201201,154500,121.75,122.15,121.74,121.97,3437278,0
AAPL.US,5,20201201,155000,121.975,122.09,121.46,121.97,2098897,0
AAPL.US,5,20201201,155500,121.97,122.6,121.93,122.356,3161402,0
AAPL.US,5,20201201,160000,122.36,122.57,122.1,122.524,1957494,0
AAPL.US,5,20201201,160500,122.525,122.86,122.37,122.845,2841621,0
AAPL.US,5,20201201,161000,122.845,122.96,122.61,122.75,1920286,0
AAPL.US,5,20201201,161500,122.75,122.88,122.564,122.72,1702048,0
AAPL.US,5,20201201,162000,122.73,122.766,122.24,122.409,1648518,0
AAPL.US,5,20201201,162500,122.4,122.4,121.98,122.061,1760605,0
AAPL.US,5,20201201,163000,122.06,122.17,121.782,121.885,1743386,0
AAPL.US,5,20201201,163500,121.885,122.02,121.66,121.66,1802609,0
AAPL.US,5,20201201,164000,121.665,122.375,121.62,122.373,2102795,0
AAPL.US,5,20201201,164500,122.36,122.42,122.11,122.205,1319002,0
AAPL.US,5,20201201,165000,122.205,122.44,122.18,122.38,972512,0
AAPL.US,5,20201201,165500,122.384,122.53,122.32,122.46,1141007,0
AAPL.US,5,20201201,170000,122.46,122.51,122.27,122.4,963991,0
AAPL.US,5,20201201,170500,122.407,122.84,122.393,122.75,1553937,0
AAPL.US,5,20201201,171000,122.75,122.835,122.34,122.382,1264433,0
AAPL.US,5,20201201,171500,122.39,122.399,122.09,122.37,1203503,0
AAPL.US,5,20201201,172000,122.376,122.68,122.28,122.676,1076705,0
AAPL.US,5,20201201,172500,122.678,122.84,122.605,122.7,1273718,0
AAPL.US,5,20201201,173000,122.709,122.94,122.48,122.83,1579974,0
AAPL.US,5,20201201,173500,122.83,122.96,122.68,122.96,1114321,0
AAPL.US,5,20201201,174000,122.957,123.21,122.87,123.19,2487061,0
AAPL.US,5,20201201,174500,123.185,123.19,122.86,122.995,1254449,0
AAPL.US,5,20201201,175000,122.997,123.22,122.91,123.08,1279595,0
AAPL.US,5,20201201,175500,123.07,123.25,123.032,123.099,986396,0
AAPL.US,5,20201201,180000,123.1,123.25,123.05,123.23,948463,0
AAPL.US,5,20201201,180500,123.235,123.38,123.12,123.37,1301278,0
AAPL.US,5,20201201,181000,123.36,123.469,123.27,123.279,1508898,0
AAPL.US,5,20201201,181500,123.272,123.36,123.06,123.065,1007512,0
AAPL.US,5,20201201,182000,123.061,123.09,122.82,123.043,1433089,0
AAPL.US,5,20201201,182500,123.05,123.084,122.86,122.89,748188,0
AAPL.US,5,20201201,183000,122.89,123.12,122.87,122.98,931922,0
AAPL.US,5,20201201,183500,122.99,123.04,122.91,123,643122,0
AAPL.US,5,20201201,184000,122.99,123.01,122.61,122.775,1020620,0
AAPL.US,5,20201201,184500,122.763,122.975,122.74,122.94,576943,0
AAPL.US,5,20201201,185000,122.936,122.96,122.73,122.8,503598,0
AAPL.US,5,20201201,185500,122.795,122.857,122.56,122.581,589254,0
AAPL.US,5,20201201,190000,122.585,122.9,122.565,122.895,652155,0
AAPL.US,5,20201201,190500,122.895,123.099,122.875,123.04,931935,0
AAPL.US,5,20201201,191000,123.04,123.1,122.925,122.93,563666,0
AAPL.US,5,20201201,191500,122.93,123.02,122.9,122.922,519447,0
AAPL.US,5,20201201,192000,122.924,123.04,122.84,122.97,578973,0
AAPL.US,5,20201201,192500,122.96,123.05,122.91,123.02,541463,0
AAPL.US,5,20201201,193000,123.025,123.085,122.981,123.06,566529,0
AAPL.US,5,20201201,193500,123.06,123.14,123.02,123.13,442114,0
AAPL.US,5,20201201,194000,123.134,123.27,123.065,123.183,1012665,0
AAPL.US,5,20201201,194500,123.185,123.28,123.1,123.215,697982,0
AAPL.US,5,20201201,195000,123.21,123.29,123.03,123.08,666774,0
AAPL.US,5,20201201,195500,123.084,123.104,122.74,122.775,753660,0
AAPL.US,5,20201201,200000,122.775,122.93,122.71,122.74,810874,0
AAPL.US,5,20201201,200500,122.743,122.97,122.71,122.936,662173,0
AAPL.US,5,20201201,201000,122.92,123.15,122.92,122.965,790213,0
AAPL.US,5,20201201,201500,122.965,123.02,122.78,122.97,694863,0
AAPL.US,5,20201201,202000,122.965,123.02,122.89,122.94,459343,0
AAPL.US,5,20201201,202500,122.94,123.13,122.93,123.08,664130,0
AAPL.US,5,20201201,203000,123.09,123.098,122.96,123,719447,0
AAPL.US,5,20201201,203500,123,123.13,122.97,123.122,695284,0
AAPL.US,5,20201201,204000,123.12,123.22,123.07,123.124,700309,0
AAPL.US,5,20201201,204500,123.13,123.18,123.03,123.06,546013,0
AAPL.US,5,20201201,205000,123.07,123.095,122.75,122.76,914215,0
AAPL.US,5,20201201,205500,122.758,122.85,122.62,122.788,830985,0
AAPL.US,5,20201201,210000,122.785,122.81,122.66,122.72,728702,0
AAPL.US,5,20201201,210500,122.72,122.75,122.06,122.27,1428668,0
AAPL.US,5,20201201,211000,122.276,122.53,122.17,122.455,1052340,0
AAPL.US,5,20201201,211500,122.455,122.52,122.1,122.12,792790,0
AAPL.US,5,20201201,212000,122.13,122.44,122.12,122.4,854251,0
AAPL.US,5,20201201,212500,122.4,122.645,122.392,122.629,876174,0
AAPL.US,5,20201201,213000,122.63,122.659,122.31,122.36,817204,0
AAPL.US,5,20201201,213500,122.36,122.61,122.32,122.585,891763,0
AAPL.US,5,20201201,214000,122.585,122.63,122.42,122.595,829143,0
AAPL.US,5,20201201,214500,122.598,122.73,122.5,122.662,1232763,0
AAPL.US,5,20201201,215000,122.65,122.95,122.48,122.88,2418494,0
AAPL.US,5,20201201,215500,122.88,122.96,122.59,122.72,9731628,0
AAPL.US,5,20201202,153000,122.02,122.611,121.98,122.582,3543279,0
AAPL.US,5,20201202,153500,122.58,122.62,121.65,121.74,2277678,0
AAPL.US,5,20201202,154000,121.72,121.86,121.21,121.22,1675180,0
AAPL.US,5,20201202,154500,121.21,121.34,120.89,121.05,2374673,0
AAPL.US,5,20201202,155000,121.05,121.77,120.93,121.73,1598807,0
AAPL.US,5,20201202,155500,121.731,122.04,121.66,122.015,1454192,0
AAPL.US,5,20201202,160000,122.01,122.11,121.77,121.97,1491272,0
AAPL.US,5,20201202,160500,121.96,122.06,121.56,121.85,1309925,0
AAPL.US,5,20201202,161000,121.86,122.33,121.85,121.98,1319482,0
AAPL.US,5,20201202,161500,121.985,122.29,121.95,122.264,1059783,0
AAPL.US,5,20201202,162000,122.26,122.5,122.26,122.3,1087158,0
AAPL.US,5,20201202,162500,122.28,122.49,122.22,122.221,787647,0
AAPL.US,5,20201202,163000,122.22,122.309,122.12,122.13,763283,0
AAPL.US,5,20201202,163500,122.135,122.21,121.97,122.065,822973,0
AAPL.US,5,20201202,164000,122.065,122.301,121.93,122.28,866940,0
AAPL.US,5,20201202,164500,122.28,122.28,121.96,121.976,597080,0
AAPL.US,5,20201202,165000,121.98,121.99,121.78,121.795,824444,0
AAPL.US,5,20201202,165500,121.795,122.03,121.75,121.995,760449,0
AAPL.US,5,20201202,170000,122.01,122.02,121.87,121.945,578244,0
AAPL.US,5,20201202,170500,121.941,121.96,121.7,121.93,596894,0
AAPL.US,5,20201202,171000,121.93,122.22,121.92,122.075,912728,0
AAPL.US,5,20201202,171500,122.075,122.27,121.99,122.27,664030,0
AAPL.US,5,20201202,172000,122.261,122.38,122.2,122.249,771105,0
AAPL.US,5,20201202,172500,122.24,122.4,122.19,122.33,564559,0
AAPL.US,5,20201202,173000,122.335,122.47,122.21,122.31,588320,0
AAPL.US,5,20201202,173500,122.3,122.54,122.22,122.52,616485,0
AAPL.US,5,20201202,174000,122.52,122.82,122.52,122.69,1176934,0
AAPL.US,5,20201202,174500,122.685,122.736,122.62,122.675,527098,0
AAPL.US,5,20201202,175000,122.68,122.74,122.63,122.68,497966,0
AAPL.US,5,20201202,175500,122.67,122.685,122.46,122.55,604368,0
AAPL.US,5,20201202,180000,122.544,122.73,122.515,122.712,564993,0
AAPL.US,5,20201202,180500,122.719,122.92,122.65,122.886,657514,0
AAPL.US,5,20201202,181000,122.89,122.96,122.52,122.57,797414,0
AAPL.US,5,20201202,181500,122.56,122.73,122.49,122.72,554343,0
AAPL.US,5,20201202,182000,122.71,122.83,122.6,122.675,542801,0
AAPL.US,5,20201202,182500,122.67,122.94,122.63,122.925,636463,0
AAPL.US,5,20201202,183000,122.926,122.939,122.84,122.917,393616,0
AAPL.US,5,20201202,183500,122.915,123.1,122.88,123.09,982999,0
AAPL.US,5,20201202,184000,123.09,123.13,122.87,122.941,829035,0
AAPL.US,5,20201202,184500,122.95,123.05,122.82,123.02,642600,0
AAPL.US,5,20201202,185000,123.02,123.25,122.929,123.075,722727,0
AAPL.US,5,20201202,185500,123.08,123.14,122.846,122.912,689513,0
AAPL.US,5,20201202,190000,122.915,122.94,122.7,122.859,638139,0
AAPL.US,5,20201202,190500,122.855,123.09,122.85,123.055,668570,0
AAPL.US,5,20201202,191000,123.05,123.06,122.99,123,405423,0
AAPL.US,5,20201202,191500,123.01,123.23,123,123.189,639825,0
AAPL.US,5,20201202,192000,123.19,123.37,123.11,123.316,778851,0
AAPL.US,5,20201202,192500,123.32,123.34,123.2,123.26,497588,0
AAPL.US,5,20201202,193000,123.263,123.33,122.971,122.995,737989,0
AAPL.US,5,20201202,193500,123,123.105,123,123.057,433880,0
AAPL.US,5,20201202,194000,123.06,123.06,122.79,122.9,667948,0
AAPL.US,5,20201202,194500,122.905,122.98,122.7,122.825,625285,0
AAPL.US,5,20201202,195000,122.825,123.2,122.77,123.08,818458,0
AAPL.US,5,20201202,195500,123.06,123.16,122.91,122.955,580857,0
AAPL.US,5,20201202,200000,122.95,123.1,122.861,123,528117,0
AAPL.US,5,20201202,200500,123,123.05,122.866,122.9,575175,0
AAPL.US,5,20201202,201000,122.903,122.955,122.806,122.84,404143,0
AAPL.US,5,20201202,201500,122.835,123.01,122.8,123.003,577445,0
AAPL.US,5,20201202,202000,123.005,123.13,122.9,122.93,672118,0
AAPL.US,5,20201202,202500,122.93,123.05,122.84,123.05,539863,0
AAPL.US,5,20201202,203000,123.045,123.11,122.95,122.98,612366,0
AAPL.US,5,20201202,203500,122.99,122.995,122.75,122.775,612381,0
AAPL.US,5,20201202,204000,122.777,122.938,122.65,122.919,670933,0
AAPL.US,5,20201202,204500,122.915,122.955,122.82,122.91,458586,0
AAPL.US,5,20201202,205000,122.93,122.98,122.791,122.83,508790,0
AAPL.US,5,20201202,205500,122.83,122.96,122.79,122.95,544060,0
AAPL.US,5,20201202,210000,122.95,123.08,122.89,123.048,794667,0
AAPL.US,5,20201202,210500,123.043,123.15,122.98,123.12,615647,0
AAPL.US,5,20201202,211000,123.125,123.19,123.08,123.145,531147,0
AAPL.US,5,20201202,211500,123.14,123.17,122.88,123.03,751708,0
AAPL.US,5,20201202,212000,123.03,123.1,122.91,122.98,579639,0
AAPL.US,5,20201202,212500,122.99,123.045,122.88,122.935,627789,0
AAPL.US,5,20201202,213000,122.93,123.1,122.91,123.075,715048,0
AAPL.US,5,20201202,213500,123.075,123.1,122.94,122.98,528992,0
AAPL.US,5,20201202,214000,122.98,123.07,122.905,123.041,761113,0
AAPL.US,5,20201202,214500,123.04,123.17,122.951,123.095,1107416,0
AAPL.US,5,20201202,215000,123.1,123.24,123.03,123.12,1443148,0
AAPL.US,5,20201202,215500,123.12,123.18,123.02,123.08,7197990,0
AAPL.US,5,20201203,153000,123.52,123.78,123.26,123.37,2856898,0
AAPL.US,5,20201203,153500,123.37,123.52,123.03,123.23,1986974,0
AAPL.US,5,20201203,154000,123.23,123.3,122.837,122.86,1434476,0
AAPL.US,5,20201203,154500,122.87,123.155,122.69,123.155,1663507,0
AAPL.US,5,20201203,155000,123.16,123.27,122.76,122.83,1428467,0
AAPL.US,5,20201203,155500,122.84,123.19,122.78,123.16,1193763,0
AAPL.US,5,20201203,160000,123.16,123.165,122.92,122.99,994373,0
AAPL.US,5,20201203,160500,122.99,123.08,122.88,122.97,925010,0
AAPL.US,5,20201203,161000,122.969,123.06,122.85,122.916,1016512,0
AAPL.US,5,20201203,161500,122.92,123.26,122.867,123.254,1101839,0
AAPL.US,5,20201203,162000,123.26,123.45,123.23,123.39,1148210,0
AAPL.US,5,20201203,162500,123.39,123.405,122.895,122.91,1195429,0
AAPL.US,5,20201203,163000,122.91,123.2,122.85,123.05,1051574,0
AAPL.US,5,20201203,163500,123.06,123.27,122.945,123.06,1242802,0
AAPL.US,5,20201203,164000,123.05,123.11,122.88,122.945,860926,0
AAPL.US,5,20201203,164500,122.94,123.05,122.9,122.91,553369,0
AAPL.US,5,20201203,165000,122.915,122.93,122.72,122.922,1197200,0
AAPL.US,5,20201203,165500,122.92,122.97,122.58,122.603,1060174,0
AAPL.US,5,20201203,170000,122.61,122.78,122.572,122.65,882219,0
AAPL.US,5,20201203,170500,122.645,122.75,122.35,122.375,935514,0
AAPL.US,5,20201203,171000,122.378,122.46,122.21,122.396,1122725,0
AAPL.US,5,20201203,171500,122.395,122.64,122.39,122.58,637359,0
AAPL.US,5,20201203,172000,122.585,122.7,122.52,122.7,614887,0
AAPL.US,5,20201203,172500,122.68,122.88,122.68,122.82,734944,0
AAPL.US,5,20201203,173000,122.83,122.98,122.81,122.86,630957,0
AAPL.US,5,20201203,173500,122.865,122.93,122.78,122.819,504750,0
AAPL.US,5,20201203,174000,122.819,122.97,122.809,122.93,487041,0
AAPL.US,5,20201203,174500,122.92,122.985,122.85,122.969,464429,0
AAPL.US,5,20201203,175000,122.97,123.1,122.915,123.09,626090,0
AAPL.US,5,20201203,175500,123.095,123.19,123.04,123.095,712353,0
AAPL.US,5,20201203,180000,123.1,123.23,123,123.12,693982,0
AAPL.US,5,20201203,180500,123.12,123.205,123.02,123.02,590514,0
AAPL.US,5,20201203,181000,123.02,123.05,122.85,122.9,584953,0
AAPL.US,5,20201203,181500,122.9,123,122.78,122.886,534666,0
AAPL.US,5,20201203,182000,122.88,123.01,122.84,122.99,656997,0
AAPL.US,5,20201203,182500,122.99,123.03,122.875,122.911,392304,0
AAPL.US,5,20201203,183000,122.91,123.2,122.85,122.946,559362,0
AAPL.US,5,20201203,183500,122.94,122.955,122.83,122.937,336500,0
AAPL.US,5,20201203,184000,122.94,123.04,122.916,123,323693,0
AAPL.US,5,20201203,184500,123.005,123.07,122.74,122.93,600578,0
AAPL.US,5,20201203,185000,122.93,122.98,122.87,122.93,308382,0
AAPL.US,5,20201203,185500,122.93,123,122.85,122.885,316208,0
AAPL.US,5,20201203,190000,122.88,122.97,122.851,122.875,285106,0
AAPL.US,5,20201203,190500,122.88,122.88,122.72,122.77,515143,0
AAPL.US,5,20201203,191000,122.78,122.85,122.73,122.79,490293,0
AAPL.US,5,20201203,191500,122.8,123,122.76,122.984,499012,0
AAPL.US,5,20201203,192000,122.985,122.99,122.84,122.913,339783,0
AAPL.US,5,20201203,192500,122.91,123.03,122.87,122.99,424630,0
AAPL.US,5,20201203,193000,122.981,123.01,122.82,122.84,364731,0
AAPL.US,5,20201203,193500,122.85,122.89,122.75,122.79,413222,0
AAPL.US,5,20201203,194000,122.8,122.83,122.75,122.8,354052,0
AAPL.US,5,20201203,194500,122.79,122.8,122.61,122.74,521391,0
AAPL.US,5,20201203,195000,122.735,122.84,122.705,122.76,364279,0
AAPL.US,5,20201203,195500,122.755,122.8,122.595,122.66,451592,0
AAPL.US,5,20201203,200000,122.67,122.76,122.615,122.68,482349,0
AAPL.US,5,20201203,200500,122.674,122.82,122.66,122.79,428095,0
AAPL.US,5,20201203,201000,122.795,122.95,122.779,122.91,483216,0
AAPL.US,5,20201203,201500,122.909,123.01,122.901,122.927,543829,0
